slot, dow, hour, int_demand, ext_demand
828, 3, 13, 22.0073, 856.5244
829, 3, 14, 27.0612, 868.9749
830, 3, 15, 27.6221, 826.9046
831, 3, 16, 35.2973, 888.5911
832, 3, 17, 45.285, 829.8112
833, 3, 18, 48.1488, 802.4774
834, 3, 19, 44.5328, 882.4474
835, 3, 20, 46.881, 907.7029
836, 3, 21, 45.8165, 901.2682
837, 3, 22, 42.7321, 904.803
838, 3, 23, 38.0521, 978.7498
839, 4, 0, 60.3719, 963.826
840, 4, 1, 46.0241, 892.3298
841, 4, 2, 53.0681, 839.0019
842, 4, 3, 61.7695, 843.4463
843, 4, 4, 53.8785, 859.6145
844, 4, 5, 53.8489, 986.6833
845, 4, 6, 49.1693, 973.1552
846, 4, 7, 50.4478, 969.5555
847, 4, 8, 42.9887, 887.3904
848, 4, 9, 34.3308, 933.4534
849, 4, 10, 18.0406, 906.6766
850, 4, 11, 7.721, 989.1539
851, 4, 12, 13.3974, 925.7377
852, 4, 13, -4.9147, 989.1208
853, 4, 14, 18.5229, 775.3736
854, 4, 15, 25.6974, 893.3738
855, 4, 16, 35.2975, 920.344
856, 4, 17, 44.2186, 849.0576
857, 4, 18, 49.9646, 763.3537
858, 4, 19, 47.8643, 950.5863
859, 4, 20, 47.2013, 834.007
860, 4, 21, 43.5409, 920.9345
861, 4, 22, 43.4813, 842.4609
862, 4, 23, 46.5944, 987.934
863, 5, 0, 54.0604, 840.6172
864, 5, 1, 51.8879, 869.4307
865, 5, 2, 49.7026, 871.4824
866, 5, 3, 45.4543, 862.3264
867, 5, 4, 46.7103, 932.5219
868, 5, 5, 43.3199, 951.6166
869, 5, 6, 45.95, 999.2032
870, 5, 7, 49.7745, 958.2309
871, 5, 8, 44.524, 947.1433
872, 5, 9, 35.9439, 955.9815
873, 5, 10, 19.3929, 1016.1658
874, 5, 11, 18.4795, 945.8296
875, 5, 12, 11.9877, 941.4097
876, 5, 13, 21.6286, 860.5682
877, 5, 14, 33.7827, 888.9794
878, 5, 15, 32.9833, 924.7698
879, 5, 16, 41.7423, 873.2102
880, 5, 17, 48.7536, 842.4324
881, 5, 18, 51.0707, 822.1235
882, 5, 19, 51.141, 909.8281
883, 5, 20, 44.1919, 936.8571
884, 5, 21, 43.6288, 901.5054
885, 5, 22, 40.1701, 881.2214
886, 5, 23, 40.2537, 816.2434
887, 6, 0, 38.5201, 923.3395
888, 6, 1, 36.0109, 797.0845
889, 6, 2, 42.547, 844.7902
890, 6, 3, 49.6616, 832.4936
891, 6, 4, 44.2556, 838.9066
892, 6, 5, 44.1756, 807.4788
893, 6, 6, 40.9882, 907.9109
894, 6, 7, 45.7176, 819.1759
895, 6, 8, 36.2054, 926.2135
896, 6, 9, 12.5877, 869.1901
897, 6, 10, 8.4193, 873.5438
898, 6, 11, 5.3662, 887.6953
